concept,domain,subtype,source_dataset,notes,polysemy_risk,image_source,image_quality_flag,human_anchor_available
radiator,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
radio,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
radish,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
raft,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rag,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
railing,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rain_gauge,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
raincoat,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
raisin,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rake,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ram,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ramp,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
raspberry,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rat,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ratchet,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rattle,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rattlesnake,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ravioli,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
razor,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
razor_blade,sensory,weapon,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ready_meal,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rearview_mirror,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
recliner,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
record,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
record_player,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
recorder,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
red_carpet,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
reel,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
refrigerator,sensory,"electronic device, kitchen appliance",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
reindeer,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
remote_control,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
retainer,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
revolver,sensory,weapon,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
revolving_door,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rhinoceros,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rhubarb,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ribbon,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rice,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rickshaw,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rifle,sensory,weapon,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rim,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ring,sensory,decoration,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
riser,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
road_sign,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
roadsweeper,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
robe,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
robot,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rock,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rocket,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rocking_chair,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rocking_horse,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
roll,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
roller,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
roller_coaster,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rollerblade,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rollerskate,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rolling_pin,sensory,"kitchen tool, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
roof_rack,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rooster,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
root,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rope,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rosary,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rose,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
roulette_wheel,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
