concept,subtype,matched_image,degraded_image,status,source_kind,notes
muff,"clothing, clothing accessory",data/images/things_max/muff.jpg,data/images/things_max/degraded/muff.png,ready,things_archive,THINGS archive image and degraded derivative available
muffin,"food, dessert",data/images/things_max/muffin.jpg,data/images/things_max/degraded/muffin.png,ready,things_archive,THINGS archive image and degraded derivative available
mug,container,data/images/things_max/mug.jpg,data/images/things_max/degraded/mug.png,ready,things_archive,THINGS archive image and degraded derivative available
mulberry,"food, fruit",data/images/things_max/mulberry.jpg,data/images/things_max/degraded/mulberry.png,ready,things_archive,THINGS archive image and degraded derivative available
mulch,Noun,data/images/things_max/mulch.jpg,data/images/things_max/degraded/mulch.png,ready,things_archive,THINGS archive image and degraded derivative available
mullet,Noun,data/images/things_max/mullet.jpg,data/images/things_max/degraded/mullet.png,ready,things_archive,THINGS archive image and degraded derivative available
mushroom,food,data/images/things_max/mushroom.jpg,data/images/things_max/degraded/mushroom.png,ready,things_archive,THINGS archive image and degraded derivative available
music_box,"electronic device, toy",data/images/things_max/music_box.jpg,data/images/things_max/degraded/music_box.png,ready,things_archive,THINGS archive image and degraded derivative available
mussel,"animal, food",data/images/things_max/mussel.jpg,data/images/things_max/degraded/mussel.png,ready,things_archive,THINGS archive image and degraded derivative available
mustache,body part,data/images/things_max/mustache.jpg,data/images/things_max/degraded/mustache.png,ready,things_archive,THINGS archive image and degraded derivative available
mustard,food,data/images/things_max/mustard.jpg,data/images/things_max/degraded/mustard.png,ready,things_archive,THINGS archive image and degraded derivative available
nacho,food,data/images/things_max/nacho.jpg,data/images/things_max/degraded/nacho.png,ready,things_archive,THINGS archive image and degraded derivative available
nail,Verb,data/images/things_max/nail.jpg,data/images/things_max/degraded/nail.png,ready,things_archive,THINGS archive image and degraded derivative available
nail_clippers,tool,data/images/things_max/nail_clippers.jpg,data/images/things_max/degraded/nail_clippers.png,ready,things_archive,THINGS archive image and degraded derivative available
nail_file,tool,data/images/things_max/nail_file.jpg,data/images/things_max/degraded/nail_file.png,ready,things_archive,THINGS archive image and degraded derivative available
nail_polish,#N/A,data/images/things_max/nail_polish.jpg,data/images/things_max/degraded/nail_polish.png,ready,things_archive,THINGS archive image and degraded derivative available
napkin,Noun,data/images/things_max/napkin.jpg,data/images/things_max/degraded/napkin.png,ready,things_archive,THINGS archive image and degraded derivative available
napkin_ring,#N/A,data/images/things_max/napkin_ring.jpg,data/images/things_max/degraded/napkin_ring.png,ready,things_archive,THINGS archive image and degraded derivative available
navel,body part,data/images/things_max/navel.jpg,data/images/things_max/degraded/navel.png,ready,things_archive,THINGS archive image and degraded derivative available
neck,body part,data/images/things_max/neck.jpg,data/images/things_max/degraded/neck.png,ready,things_archive,THINGS archive image and degraded derivative available
necklace,decoration,data/images/things_max/necklace.jpg,data/images/things_max/degraded/necklace.png,ready,things_archive,THINGS archive image and degraded derivative available
needle,tool,data/images/things_max/needle.jpg,data/images/things_max/degraded/needle.png,ready,things_archive,THINGS archive image and degraded derivative available
nest,Noun,data/images/things_max/nest.jpg,data/images/things_max/degraded/nest.png,ready,things_archive,THINGS archive image and degraded derivative available
net,Noun,data/images/things_max/net.jpg,data/images/things_max/degraded/net.png,ready,things_archive,THINGS archive image and degraded derivative available
nightshirt,clothing,data/images/things_max/nightshirt.jpg,data/images/things_max/degraded/nightshirt.png,ready,things_archive,THINGS archive image and degraded derivative available
nightstand,"furniture, container",data/images/things_max/nightstand.jpg,data/images/things_max/degraded/nightstand.png,ready,things_archive,THINGS archive image and degraded derivative available
noisemaker,toy,data/images/things_max/noisemaker.jpg,data/images/things_max/degraded/noisemaker.png,ready,things_archive,THINGS archive image and degraded derivative available
noodle,food,data/images/things_max/noodle.jpg,data/images/things_max/degraded/noodle.png,ready,things_archive,THINGS archive image and degraded derivative available
noose,Noun,data/images/things_max/noose.jpg,data/images/things_max/degraded/noose.png,ready,things_archive,THINGS archive image and degraded derivative available
nose,body part,data/images/things_max/nose.jpg,data/images/things_max/degraded/nose.png,ready,things_archive,THINGS archive image and degraded derivative available
notebook,office supply,data/images/things_max/notebook.jpg,data/images/things_max/degraded/notebook.png,ready,things_archive,THINGS archive image and degraded derivative available
notepad,office supply,data/images/things_max/notepad.jpg,data/images/things_max/degraded/notepad.png,ready,things_archive,THINGS archive image and degraded derivative available
nut,food,data/images/things_max/nut.jpg,data/images/things_max/degraded/nut.png,ready,things_archive,THINGS archive image and degraded derivative available
nutcracker,"kitchen tool, tool",data/images/things_max/nutcracker.jpg,data/images/things_max/degraded/nutcracker.png,ready,things_archive,THINGS archive image and degraded derivative available
oar,sports equipment,data/images/things_max/oar.jpg,data/images/things_max/degraded/oar.png,ready,things_archive,THINGS archive image and degraded derivative available
oatmeal,food,data/images/things_max/oatmeal.jpg,data/images/things_max/degraded/oatmeal.png,ready,things_archive,THINGS archive image and degraded derivative available
octopus,"animal, food",data/images/things_max/octopus.jpg,data/images/things_max/degraded/octopus.png,ready,things_archive,THINGS archive image and degraded derivative available
odometer,part of car,data/images/things_max/odometer.jpg,data/images/things_max/degraded/odometer.png,ready,things_archive,THINGS archive image and degraded derivative available
oil,Noun,data/images/things_max/oil.jpg,data/images/things_max/degraded/oil.png,ready,things_archive,THINGS archive image and degraded derivative available
oilcan,container,data/images/things_max/oilcan.jpg,data/images/things_max/degraded/oilcan.png,ready,things_archive,THINGS archive image and degraded derivative available
okra,"food, vegetable",data/images/things_max/okra.jpg,data/images/things_max/degraded/okra.png,ready,things_archive,THINGS archive image and degraded derivative available
olive,food,data/images/things_max/olive.jpg,data/images/things_max/degraded/olive.png,ready,things_archive,THINGS archive image and degraded derivative available
omelet,food,data/images/things_max/omelet.jpg,data/images/things_max/degraded/omelet.png,ready,things_archive,THINGS archive image and degraded derivative available
onion,"food, vegetable",data/images/things_max/onion.jpg,data/images/things_max/degraded/onion.png,ready,things_archive,THINGS archive image and degraded derivative available
orange,"food, fruit",data/images/things_max/orange.jpg,data/images/things_max/degraded/orange.png,ready,things_archive,THINGS archive image and degraded derivative available
orange_rind,#N/A,data/images/things_max/orange_rind.jpg,data/images/things_max/degraded/orange_rind.png,ready,things_archive,THINGS archive image and degraded derivative available
orangutan,animal,data/images/things_max/orangutan.jpg,data/images/things_max/degraded/orangutan.png,ready,things_archive,THINGS archive image and degraded derivative available
orchid,plant,data/images/things_max/orchid.jpg,data/images/things_max/degraded/orchid.png,ready,things_archive,THINGS archive image and degraded derivative available
organ,musical instrument,data/images/things_max/organ.jpg,data/images/things_max/degraded/organ.png,ready,things_archive,THINGS archive image and degraded derivative available
origami,Noun,data/images/things_max/origami.jpg,data/images/things_max/degraded/origami.png,ready,things_archive,THINGS archive image and degraded derivative available
ostrich,"animal, bird",data/images/things_max/ostrich.jpg,data/images/things_max/degraded/ostrich.png,ready,things_archive,THINGS archive image and degraded derivative available
otter,animal,data/images/things_max/otter.jpg,data/images/things_max/degraded/otter.png,ready,things_archive,THINGS archive image and degraded derivative available
ottoman,furniture,data/images/things_max/ottoman.jpg,data/images/things_max/degraded/ottoman.png,ready,things_archive,THINGS archive image and degraded derivative available
outfit,clothing,data/images/things_max/outfit.jpg,data/images/things_max/degraded/outfit.png,ready,things_archive,THINGS archive image and degraded derivative available
